speech_id|speech
560042084|How much time have I left. Mr. Chairman?
560042085|The gentleman has fortyseven minutes.
560042086|I yield to the gentleman from Michigan [Mr. Wm. ALDEN SMITH] five minutes. Mr. WM. ALDEN SMITH. Mr. Chairman. the gentleman from Tennessee . in undertaking to justify the free trade in wool under the Wilson law. and in undertaking to criticise the effects of the Dingley tariff upon the wool industry. read into the RECORD this morning some statements of advanced prices of wool in Europe. saying that the advanced prices in our country were not proportionate. Now. I desire to invite the attention of the gentleman from Tennessee to some figures in the United States Statistical Abstract. just published. and which I hold in my hand. I find that in the last year of the Administration of President Harrison the value of the sheep in the United States was $125.909.264. that immediately upon the enactment of the Wilson law. giving us free trade in wool. the value of the sheep in the United States dropped from $125.000.000 down to $66.685.767 in 1895. and just as soon as the Dingley law was enacted and there was placed around the wool industry of this country the protection that has always been accorded to it by the Republican party. the value of the sheep of the United States mounted from $66.000.000 to $107.697.530 in 1899. and a less number of sheep than in 1895. Thus. Mr. Chairman. I am able to show from the records of the Governmentfacts which are indisputablethat the value of the sheep of the United States was nearly doubled when protected under the rates of the Dingley tariff. As to the effects of the Dingley law upon commercial development and the prosperity of our country. I do not believe there can be any question but that it has been healthful and that there are evidences upon all sides of great prosperity. and in order that I may place upon the record some evidence of the prosperity that we have enjoyed under the Dingley tariff in the State of Michigan and are now enjoying. I send to the Clerks desk and ask to have read a bulletin from the bureau of labor and industry in the State of Michigan. prepared by Hon. Joseph L. Cox. labor commissioner. this year. I ask unanimous consent that this document may be read and published in the RECORD. It completely negatives the proposition on the other side of the Chamber that we have not had prosperity under the Dingley law.
560042087|You said I denied that there had been prosperity. Mr: WM. ALDEN SMITH. That is what you said.
560042088|I deny it. Mr. WM. ALDEN SMITH. You undertook a few moments ago to say here that the prices in Europe had advanced in greater proportion than they had in this country under the Dingley tariff -
560042089|I did not say that. and the gentleman ought not to ialte any such statement. Mr. WM. ALDEN SMITH. Do you admit that we have prosperity here?
560042090|I have not said anything on that subject. Mr. WA. ALDEN SMITH. Do you deny that we have prosperity here?
560042091|Oh. you can not bulldoze anybody. Mr. WM. ALDEN SMITH. If you do not admit the fact. then I propose to read and put in the RECORD the proof of the fact.
560042092|Time was yielded to the gentleman by this side of the HouseMr. WM. ALDEN SMITH. Certainly you do not wish to avoid the fact?
560042093|There have been no facts stated. Mr. WM. ALDEN SMITH. I wish to read some facts to the gentleman.
560042094|You have made a statement which I challenge. You said that I had made some statement about the prosperity of the country. I made no such statement. My point is that I made no such statement as that which the gentleman in his elegant language has denounced as a lie. I wanted simply to say that I had not said what he attributed to me. Mr. WM. ALDEN SMITH. I have the highest respect for the gentleman from Tennessee. and would not intentionally misrepresent him. I do not wish to put into the gentlemans mouth anything which he did not utter. but I understood him to say that the Dingley law had brought no prosperity to the wool industry of the United States.
560042095|I said that the Dingley law had not increased the price of wool in this country correspondingly with the increase abroad. That was my statement. Mr. WM. ALDEN SMITH. Then I say that the value of the sheep in the United States has nearly doubled under the Dingley law.
560042096|Will the gentleman state the number of sheep? ir. WM. ALDEN SMITH. Yes. I have the figures here.
560042097|Have you the price of sheep abroad as well as here? Mr. WM. ALDEN SMITH. I have not.
560042098|If you wish to publish that. I have no objection. Mr. WM. ALDEN SMITH. I ask unanimous consent that what I have sent to the desk be read or. if my time will not permit the reading. that it be published in the RECORD.
560042099|The time of the gentleman from Michigan has expired. He asks unanimous consent that the paper which he has sent to the Clerks desk may be incorporated with his remarks in the RECORD. Is there objection?
560042100|No. sir. I have not the time. The document presented by Mr. WM. ALDEN SMITH is as follows:
560042101|"Mr. Chairman. I was in hopes that this appropriation would go through without precipitating any political debate. but as we are now engaged in such debate I wish to put myself on record as saying that the extravagance of this Administration has no parallel. And I do not say it because this is a Republican Administration. but because events establish the charge. The Administration before it may have gone along the same lines. but this one has surpassed all others. I care not from what Administration extravagance comes. I condemn it. and every man on this floor ought to condemn it. Now. if the gentleman from Indiana is really anxious for an item of extravagance. I will give him one. With the very beginning of the Administration. immediately after the election. the newspapers stated. and I suppose correctly. that Mr. HANNA. the chairman of the national Republican committee. came here and insisted that we sriould have a great inaugural ball in the new Library building. The Senate absolutely. refused to permit an inaugural ball to take place in that great Library building. Then Mr. HANNA. so the press of this city said. went to the Secretary of the Interior and said to him. ""We want an inaugural ball in the Pension Office of the United States."" The Secretary of the Interior said. ""Yes. you may have it."" Then hesaid. I II want possession of the Pension Office that we may properly decorate it. that we may have a becoming inaugural ball for President McKinley."" It was conceded. The employees of that office. numbering hundreds. were given leave. with pay. for ten days. and after the inaugural ball it took days for the force to get the furniture and everything in place again. Not only the papers of this city but the papers of the country stated these facts. The Star. of this city. as I recollect it. interviewed Mr. Murphy. the Commissicner of Pensions. and said. ""The people of the United States would like to know what the expense of that ball to the people ofthis country has been."" Mr. Murphy. over his signature. published in the Star. as I remember it. a statement saying. ""1 can not give you the whole expense. I can not give you the wear and tear and the cost of cleaning up. but 1 can say to you that the salaries of the employe6§ who were laid off during that time cost this Government $70.000."" Now. you may call that extravagance or economy. From that day until this. I want to say that the extravagance here has beeu in keeping with the beginning. and it is something that must be stopped. I do not care what the name of the Administration is. it is so unnatural and so reckless that this whole machinery is honeycombed from the sills to the garret with wanton extravagance. Coining before our committee. the Commissioner of Pensions. Mr. Evans. said he could lay off a hundred clerks in thl Pension Office and not injure the service one particle. Pension Commissioner Evans says that he has on his roll a surplus of worthless men to the number of 100 whom he could put out of office and not injure the public service. He not only said that. but he said that there were men there so worthless that they were really in the way. that they could hardly get to the office. It came to our committee that in the Treasury Department they had any number of men who were practically worthless. It not only came to us about these two Departments. but the chairman of the Committee on the PostOffice and PostRoads. in one of his reports on the Loud bill. says that from his investigation a private individual could undoubtedly run the PostOffice Department of this Government on the appropriation and realize a surplus of thirty to forty million dollars a year instead of a deficit of from $8.000.000 to $12.000.000."
560042102|Mr. Speaker. I ask the consent of the House that the resolution just reported be taken up and acted upon at once. In listening to the reading of the resolution members must have observed the necessity for immediate action.
560042103|What is the resolution about?
560042104|It is to correct a word in the diplomatic and consular appropriation bill.
560042105|The Clerk will report the resolution. The resolution as set forth in the above message from the Senate was read.
560042106|I move the adoption of the resolution.
560042107|Is there objection to the present consideration of the resolution?
560042108|Now. Mr. Chairman. you may go into any department of this Government where you have a friend. and he will point out to you where there are untold leaks and money expended for which the people of the United States do not get value received. You can come to the contingent expenses of Congress. and you will find that you can lop off many thousands of dollars in a year. Money is constantly being filched from the people of the United States without their knowledge and applied to pexsonal as well as public purposes. When it comes to a public servant having his face shaved and his boots blackened at the public expense. when it comes to his being furnished with medicines. lemons. apollinaris and mineral waters atthe public expense. and having himself hauled to and from this Capitol at public expense. I say it is filching the money from the people of the United States. and that you and I are not justified in sitting here and seeing it go on.
560042109|My friend will not insist that any such thing occurs at this end of the Capitol.
