speech_id|speech
710177396|Will the gentleman yield?
710177397|I yield.
710177398|I could not hear the gentleman plainly. but I understand that he desires to extend the tubercular patients up to 1930. and that was his attitude before the committee.
710177399|Will the gentleman Include neuropsychiatric patients?
710177400|I have not included them. I will say that I followed the agreement that was entered into between us in the committee. The amendment I shall offer was drafted by the Veterans Bureau. The gentleman will remember that on that the committee stood 9 and 9 on our agreed amendment to the Johnson bill. This amendment I propose embodies our agreement.
710177401|Now. I want to ask the gentleman from Ohio a further question: Is it not a fact that the strongest appeal for any legislation at all comes with reference to the tubercular men?
710177402|Yes. I think that I have already stated that.
710177403|I did not hear it.
710177404|That is my reason for extending the amendment to the tubercular men alone. which provides that the rate of compensation for all cases to be given compensation by reason of this bill shall be 60 per cent of the present rate. when the service connection rests upon presumption alone. This discrimination ought to be made in the very beginning. Just the moment we attempt any legislation which seeks to give relief to disabled veterans whose disabilities are in no way the result of their service. so soon should we make a distinction in the amount of the relief. It should not make a difference that the service pension is given in the guise of compensation. To do otherwise would be calculated to arouse resentment on the part of Civil War and our Spanish War veterans and their friends. If we adopt my amendment and pay these new presumptive cases on the basis of 60 per cent of the present rates. stillowe are treating World War veterans more liberally than those of any other war. Sixty per cent will be gladly received by those who now get nothing. but how serious must be the problem if ever. on an attempt to adjust and harmonize our veteran relief legislation. we would seek to cut down the rate of a pension once granted.
710177405|Will the gentleman yield?
710177406|Has the gentleman any informa:tion as to how many of these tubercular cases will be included in his amendment?
710177407|I have not the figures. I have an estimate of the expense given by General Hines. in which he said the cost would be $8.700.000 for advancing the presumptive date to January 1. 1930. for tubercular cases alone. With reference to paying the additional 10 per cent to those who have disabilities caused by conflict with the enemy. in battle. the expense would be $2.800.000 a year. The extras therefore carried in the amendment. as I have prepared it. would total $11.500.000. and so there would be a saving over the Johnson bill as it now stands of $18.900.000. at least.
710177408|I was not aware when I interrupted the gentleman that he proposed to incorporate his amendment In the RECORD. so that we would know exactly what he has suggested.
710177409|My proposed amendment will be printed in the RECORD. As my amendment restates the entire section 10. I thought it more easy of comprehension if I would explain the three features. The 10 per cent extra for those actually wounded and disabled in battle may be considered sentimental and not especially called for. but it forms the basis for the differentiation in treatment between those who have contributed in different measure to the preservation and advancement of this wonderful country which we are enjoying today.
710177410|Mr. Chairman. will the gentleman yield?
710177411|The gentleman has made an informing and interesting statement. which. I am sure. every Member of the House will read with profit. and I ask in that connection that the gentleman call attention to the letter written by General Hines to the chairman of the Committee on Rules. which also contains constructive comments and suggestions. I appreciate the spirit in which the gentleman has discussed this legislation. as. I am sure. do other Members of the House. It has not been in criticism of either the gentleman from Mississippi or the gentleman from South Dakota . both of whom I feel wish to do the right thing for the veterans.
