speech_id|speech
910272665|Without objection. it is so ordered.
910272666|Mr. President. the corps has itself appointed an ex officio Environmental Advisory Board partially in response to the criticism it has received. It consists of six men authorized to advise the corps concerning environmental issues. While the Board gives every sign of being a good idea. I believe it is not nearly effective enough as presently structured. What is worse. it carries no promise of improvement in the future. The legislation I am introducing today builds on the principle and structure that the corps itself has chosen and in my judgment strengthens it to insure its effectiveness. It is my plan to establish a permanent. statutory Environmental Advisory Board within the Corps of Engineers. The Board shall consist of six members to be chosen by the Secretary of the Army from a list of candidates submitted by the Presidents Council on Environmental Quality. This. hopefully. will insure that only highly qualified environmentalists be nominated to the Board. but it enables. at the same time. the Secretary of the Army to exercise a certain degree of flexibility in choosing those to serve. The Boards primary function will be to submit a recommendation on each corps project to the Secretary of the Army before any construction has begun. or any permit issued. Their recommendation will be based upon the environmental considerations surrounding the proposed project. If the Secretary of the Army decides to act contrary to the recommendations of the Board. the matter will automatically be forwarded to the Secretary of Defense who shall. after reviewing the Boards recommendations and the Secretarys reasons for not following them. make a final decision. In addition. the Board shall be represented at each hearing conducted by the corps. and possess the right to hold initial hearings and/or subsequent hearings. The annual report of the corps to the Congress shall include a summary of the Boards recommendations to the corps. the actions taken by the corps in response to those recommendations. and any other comments concerning the operations of the corps with respect to the environment which It deems pertinent. Mr. President. the enactment of this legislation will stand as a benchmark in the history of environmental legislation. It will for the first time provide a structure to insure the consideration of the environment in all projects proposed to be undertaken by the corps. More importantly. it will establish the important precedent for creating In each governmental department a method for the systematic inquiry into these questions. Perhaps some might comment that this legislation is unnecessary since the corpE has already established an Advisory Board. I would point out. however. tha this Board. though conceived some b months ago. has met only once and hac not yet been asked to submit its opinion on any project. I am sure that the corpE is sincere in its desire to protect the environment. but it is my opinion that so far its work represents only a good beginning. By statutorily establishing this Board. by specifying the manner in which the members of the Board shall be chosen. and by spelling out its functions. this legislation promises prime attention to the environment. If. for any reason. the Secretary of the Army. or the Secretary of Defense decide to go against the Boards environmental recommendations. I am confident that their reasons will be justifiable since both the public and the Congress will have the opportunity to keep close tabs on these issues. Mr. President. each Member of the Congress can site innumerable examples of where the views of reasonable citizens concerning some project of the Corps of Engineers have been unnecessarily squelched. Had this Board existed 10 years ago. these controversies might never have arisen. Each of us in this body knows that there are some bills which have been introduced which received considerable publicity. but which realistically do little to solve our environmental problems. This bill. though. is not a grandstander. It is a bill that is a downtoearth practical solution that will work. The idea behind this Board is long overdue. In order to protect the environment. in order to protect the rights of all citizens to an unspoiled environment. and in order to enable the corps to carry out its duties. this legislation deserves the immediate and favorable consideration of the Congress. I am grateful for the powerful support offered by the cosponsorship of Senators RANDOLPH and COOPER who have distinguished themselves through the years in their concern for preserving our environment. The bill to amend the Environmental Quality Improvement Act of 1970 in order to establish a Corps of Engineers Environmental Advisory Board. introduced by Mr. PERCY (for himself.
910272667|The senior Senator from West Virginia is recognized.
910272668|Mr. President. does the Senator from Illinois still hold the floor?
910272669|Mr. President. does the distinguished Senator wish the floor? I would be happy to yield it to him.
910272670|Mr. President. the Senator from Illinois may yield the floor and I will take the floor in my own right.
910272671|Mr. President. I would be very happy to yield the floor.
910272672|Mr. President. I think it would be well if the Senator yielded to the Senator his remaining time. because I am about to propound a unanimousconsent request.
910272673|Mr. President. I yield the remaining time to the senior Senator from West Virginia.
910272674|Mr. President. I ask unanimous consent that once the Senator yields the floor. there be a period for the transaction of routine morning business with a time limitation on statements made therein for 3 minutes.
