speech_id|speech
760268681|On this roll call 306 Members have answered to their names. A quorum is present. .On motion of Mr. LEWIS of Colorado. further proceedings under the call were dispensed with.
760268682|Mr. Speaker. continuing where I left off. do you not think that the large and substantial group of men and women engaged in the great industry of producing wool in this country is entitled to the fair protection afforded under the terms of this legislation? They are willing to meet competition when that competition is fair and square. open. and aboveboard. But they should not be required to meet competition of any individual or group of individuals who sell imitations and substitutes of their own products in the name of the genuine article. In fairness and decency to the great woolproducing industry of this country this measure ought to be enacted into law. Labor wants this measure. Unfair competition by reason of the importations have been described. Furthermore. dependable merchandise manufactured by organized labor. is sold in unfair competition with shoddy products. made by cheap labor. Mr. J. R. Mohler. Chief of the Bureau of Animal Industry of the United States Department of Agriculture. testified that his department can determine the presence of reworked wool or shoddy in fabrics and garments. and that the percentage of virgin wool can be pretty closely determined. He also testified they can detect the percentage of rayon or other synthetic fibers. Not only that. Mr. Speaker. but is it not rather absurd to say that the manufacturer who works up the raw product into clothing and other material. cannot label that merchandise and tell the buyer what is in it? As a matter of fact. many of our responsible clothing manufacturers require this information now. Why not pass that information on to the consumer? Mr. Speaker. this law is enforceable. To say that it is not. because of technical reasons. is in my judgment without factual foundation. The objectives of this law are right. The provisions for its operation are sound and practical. When any law is fundamentally right in principle. and has for its objective the protection of our people. we should not postpone its enactment because of unfounded arguments that it cannot be enforced.
760268683|Mr. Speaker. I yield 5 minutes to the gentleman from Pennsylvania
760268684|"Mr. Speaker. when I first came to Congress in 1930 my aim and object was to introduce what has been termed heretofore a ""truth in fabrics"" act. I want to preface these remarks by stating that I am a woolen manufacturer. I have been in the business all my business life. That is the principal business in which I am interested. I say this because anything I may have to say on this bill does not come about because of the fact that I wish to protect my own particular business in any way. I have been sent here to look after the business of the people of this country and have. Larrabee Sacks Lemke Satterfield Luce Schaefer. Ill. McGranery Schiffier McLean Schwert McMillan. Clara Sheridan McMillan. John L. Short Marcantonlo Simpson Martin. Ill. Smith. Ill. Martin. Mass. Somers. N. Y. Mason Starnes. Ala. Miller Sullivan Mitchell Sweeney Murdock. Utah Terry Myers Thomas. N. J. Nelson Treadway Norton Vinson. Ga. ODay Vreeland Oliver Wadsworth Osmers Wallgren Pfeifer White. Ohio Plumley Winter Reed. N. Y. Wolfenden. Pa. Risk "" Wood Rockefeller"
760268685|Mr. Speaker. will the gentleman yield?
760268686|I yield to the gentleman from New Jersey.
760268687|Is it the intention of the gentleman to make clear that he manufactures virgin wool?
760268688|We have two plants. In one plant we are now using 100percent virgin wool. In the other plant we use wool and wool substitutes. which are allwool products. Mr. Speaker. I ask unanimous consent to Insert in the RECORD at this point the minority views on this bill.
760268689|Is there objection to the request of the gentleman from Pennsylvania?
760268690|Mr. Speaker. I believe that the minority views as expressed on this particular bill express my views about as well or probably better than if I tried to express them myself. But let us get down to the real meat of the coconut. What is the object of this legislation? Is it to try to let the American people know the difference between virgin wool and reworked wool? Is that all this bill implies? Is that the principal motive? If it is. then we are shortsighted in what we are trying to do in this legislation. We should amend the bill to give all the material contained in the fabric. As I said before. I tried to work out a bill of this nature. and spent at least 3 months. working day and night. trying to find a way to determine so that the public would know. when a piece of fabric was manufactured. just exactly what was in that piece of cloth. That was my object. My object was to try to let the American people know what was the best kind of fabric for them to buy. so that when they bought an article they would get one that would give them the greatest warmth. because it contained wool. and. because of its longwearing qualities. and its heatcontained properties. a fabric that would have real quality and merit for the consumer. This was the thought I had in mind in trying to write such a bill. But what did I find? I found the complications in drawing such a bill so perplexing. and the bill so difficult of administration. that I had to give it up in despair. It was not practical nor feasible. I went back over the records of bills that had been introduced in years gone by in Congress and reports that had been filed here 20. 30. and 40 years back on similar legislation that was proposed to the Congress. They gave up in despair.
760268691|Mr. Speaker. will the gentleman yield?
760268692|I yield to the gentleman from Texas.
760268693|It is a fact. however. that many of the leading woolen manufacturers of the country. including Botany. Forstmann. and dozens of others. are for this particular bill.
760268694|There are a few worsted manufacturers for a labeling bill. and I do not know whether they are for this particular bill or not. but let me tell you about the woolen manufacturing business. We have the worsted business: Anyone who manufactures worsted has to use the virgin wool to get the roving in order that they may manufacture the worsted fabric. They have to take virgin wool. There is going to be an advantage to the worsted manufacturers over the woolen manufacturers in this particular bill. and if it is going to be for the benefit of the American public. then I would want to see the bill passed. It will be hard to administer and may take an army to police. and it probably will give advantage to foreign manufacturers.
760268695|Mr. Speaker. I yield 5 minutes to the gentleman from Michigan .
760268696|Mr. Speaker. first. I wish to say that I am very much in favor of the adoption of this rule. If we succeed in adopting the rule and getting a decent bill ready for passage. I will be glad to support the bill. I hesitate to say I will support this bill because the rule is wide open. and with the division that exists here today. geographically and as between consumers and processors. and with some 10 members of the committee. both Republicans and Democrats. having signed a minority report. and with the principle involved in this bill having been more or less before the Congress for some 15 or 20 years. I have no idea what kind of amendments will be offered to the bill for the specific purpose of destroying It. Therefore I hesitate to say that I will vote for the bill. as it may be amended. when I do not know what amendments will be adopted. There is plenty of evidence to show that there are great forces here today which will oppose the adoption of the rule and the passage of the bill. I can see that. I can see that many roll calls will be called for. perhaps.
760268697|Mr. Speaker. will the gentleman yield?
760268698|I yield to the gentleman from Pennsylvania.
760268699|I asked for one roll call. but I did so because there were only 30. 40. or 50 Members of the House here. This is important legislation and I want the Members here. I did not do it because I am going to vote against this bill. because the gentleman does not know how I am going to vote.
760268700|I certainly said nothing about how the gentleman is going to vote.
760268701|I have not talked to any Members about how I am going to vote. I am going to do what I think is right when the time comes.
760268702|I certainly said nothing about how the gentleman is going to vote. and I am sure he will use his own good judgment. as he always does:
760268703|Mr. Speaker. will the gentleman yield?
760268704|The gentleman from Oklahoma. I know. is very much opposed to the bill because I have been studying very meticulously the hearings which were made available to us many months ago. and in the hearings you will find some very. very fine educational matter. and you will also find out from the gentleman from Oklahoma just how he stands on the bill. I do not disagree with the gentleman having the right to stand on the bill any way he pleases. so long as I can assert my right to state my position on the bill. However. there is a little document here that is an education on this problem. I have had it on my desk for months. not studying it all the time. but from day to day or week to week I read this book and find something new every time I read it. because this bill has to do with the technique of manufacturing and placing goods on the market for the consumer. and in every case to the advantage of the primary producer or the advantage of the processor or the advantage of the consumer. I suggest that you keep these hearings and study them as consumers or as primary producers of wool or processors of wool or cotton or rayon or other types of goods. because the information contained in these hearings is to me thrilling. It shows further romance in American industry. I hope this bill will remain substantially in its present form. and I hope the rule will be adopted and that in due course we will pass this bill in the form here prbsented and that it will become the law of the land. Mr. Speaker. I yield back the balance of my time.
760268705|Mr. Speaker. I yield 6 minutes to the gentleman from Oklahoma .
760268706|Mr. Speaker. let me say at the outset that I am determined that this bill will not go through without some consideration by the House. There is only one reason that this bill will ever be enacted. if it is enacted. and that is because there is a lack of understanding and a dearth of information about it. Let me give you. in brief. the history of this bill. You have heard already that it has been in Congress some 20 years with a lot of strongarm pressure behind it. I am sure there is not anyone on this floor but what recalls vividly the reprehensible lobbying tactics that have been used on this bill for the last 10 or 12 months. women at every door of the House buttonholing most of the Members of the Congress as they left here. I want to say to you that this bill was carefully considered for a long time by a subcommittee of seven Members. and when it was reported from that subcommittee it was reported by a 1vote majority. The bill then was reported by the Committee on Interstate and Foreign Commerce of 25 members. with 2 members absent. and a vote of 11 against the bill and 12 for it.
760268707|Mr. Speaker. will the gentleman yield?
760268708|I have not time to yield. There is a great deal of misapprehension on the part of those who speak here. The gentleman from Kansas . for whose judgment I have the greatest respect and admiration. has fallen into the misapprehension of calling
760268709|The gentleman does not want to make an Incorrect statement?
760268710|Mr. Speaker. I hope I can proceed without interruption and that these interruptions will not be taken out of my time. The gentleman knows very well that I refer to the fundamental issue. the one issue in this billvirginity in wool.
760268711|Mr. Speaker. will the gentleman yield for a correction?
