speech_id|speech
810287708|On this roll call 346 Members have answered to their names. a quorum is present. By unanimous consent. further proceedings under the call were dispensed with.
810287709|Mr. Speaker. I move that the House resolve itself into the Committee of the Whole House on the State of the Union for the further consideration of the bill to establish a system of priorities and allocations for materials and facilities. authorize the requisitioning thereof. provide financial assistance for expansion of productive capacity and supply. strengthen controls over credit. regulate speculation on commodity exchanges. and by these measures facilitate the production of goods and services necessary for the national security. and for other purposes.
810287710|When the Committee rose on yesterday there was pending the amendment offered by the gentleman from Pennsylvania . and a substitute offered by the gentleman from Kentucky . Are there any further amendments at this time?
810287711|Mr. Chairman. a parliamentary inquiry.
810287712|The gentleman will state it.
810287713|Mr. Chairman. as the Chairman has stated. the parliamentary situation as I understand is that the gentleman from Pennsylvania has submitted an amendment to the committee bill. the gentleman from Kentucky has submitted a substitute. The parliamentary inquiry is along this line: How many amendments may be pending to either the Kunkel amendment or the Spence substitute?
810287714|Only one amendment to either the Kunkel amendment or the Spence substitute may be pending at one time. and that amendment must be disposed of before another amendment may be offered. The number of amendments Is limited in that way.
810287715|If an amendment be offered to the Spence substitute would an amendment to that amendment be in order?
810287716|It would not.
810287717|Is the same thing. true of amendments to the Kunkel amendment?
810287718|Exactly.
810287719|Mr. Chairman. a parliamentary inquiry.
810287720|The gentleman will state it.
810287721|If one wishes to offer an amendment to the Spence substitute must one wait until the Kunkel amendment is voted up or down?
810287722|No. the amendment can be offered at any time the Member is recognized by the Chair.
810287723|Mr. Chairman. a parliamentary inquiry.
810287724|The gentleman will state it.
810287725|Suppose an amendment be offered to the original committee bill that was reported. does that take precedence over an amendment to the substitute?
810287726|Only one section of the original bill has been read. and only that part is subject to amendment at this time.
810287727|Mr. Chairman. a further parliamentary inquiry.
810287728|The gentleman will state it.
810287729|Do we understand that an amendment is in order to any section of the Kunkel amendment or to any section of the substitute?
810287730|That is true.
810287731|Mr. Chairman. I offer an amendment.
810287732|"Mr. Chairman. it is my intention if this amendment is approved to offer an exactly similar amendment to the Kunkel substitute which also defines as the base period for a ceiling price on agricultural commodities. which is what my amendment refers to. the period from June 10 to June 24. 1950. My amendment seeks to change that provision of the Spence substitute which sets the June 15. 1950. price received by producers. as that on which a ceiling price for agricultural commodities is to be determined. There is a standard in the Spence substitute which my amendment does not disturb and which says that the cejling price shall be ""the parity price for such commodity."" then it goes on and says ""or the average price received by the producers on June 15. 1950. if that is higher."" I am making that date April 15. 1950. by my amendment. This is the reason for it: We discussed the question on yesterday and it appeared very clear that whereas in other items of industrial equipment and of consumer goods there may have been serious rises in prices beginning with the Korean episode on June 25. 1950. in the case of agricultural commodities a sensational rise had begun on April 1. 1950. I would like to give the House some figures as follows: E Average price Perand ect received by centago ive farmers of Commodity and parity _ parity unit I price. price. June 15 Apr 15 June 15. June 15. 19501 1950 19501 1950 Soybeans. per bushel- 2.55 2.48 2.80 110 Lemons. per box 2... 3.14 1.53 3.79 121 Beef cattle. per hundredweight -------- 17. 30 21. 80 23. 70 137 Veal calves. per hundredweight --...... 19. 40 24.60 25. E0 134 Lambs. per hundredweight ---------- 19. 10 23.80 24.80 130 Wool. per pound -.... 51.3 0. 4 56. 2 110 1 Source: Agriculture Prices issued by Bureau of Agricultural Economics. U. S. Department of Agriculture. June 30. 1950. 2 Equivalent ontree returns for all methods of sale. Yesterday when we discussed this question it was made very clear that all of us who represented the agricultural districts and all of us who represented city districts would try to be fair about this situation. we would not try to tax the respective people whom we represent unduly. It appears now that on June 15. 1950. which is the date set up in the Spence substitute. the market price was in certain agricultural commodities very considerably higher than the parity price. That was the case primarily in meat. These figures extracted from those I have given above are very interesting. On beef cattle the market price was 137 percent of the parity price on June 15. on veal calves 134 percent. on lambs 130 percent and on wool 110 percent. In other words. in these principal items of meat the market price was onethird higher than the parity price. What is the parity price? The parity price is the relationship between the cost of what the farmer buys and what the farmer gets for what he sells. Not only that but the parity price by the last Agricultural Adjustment Act was adjusted so that it is now far more modern. It is what is called modern parity and takes in the years from 1939 to 1949. hence it takes into consideration the much higher prices which obtained during World War II. so that if you give the farmer 100 percent of parity you will not be unfair to him. you would be compensating him fully for all his increased costs. I point out that parity price is very different from the support price. which is what is maintained under the Agricultural Adjustment Act and which may range between 60 and 90 percent of the parity price. Under the Spence substitute there is parity price. not 60 to 90 percent. but the full parity price or the market price on June 15. 1950. whichever is higher. In view of these sensational rises in a few commodities. but very key commodities because meat constitutes about 25 percent of the average moderate families budget. I submit. in view of the sensational rise from April 1 to June 15. through the Korean episode. of these particular food prices. if there is to be a rollback the fair date to choose for these commodities is April 15. The reason I do not use April 1 is because the Bureau of Agricultural Economics gets out a record of Agricultural Prices on the fifteenth of the month. I have it before me. April 15 is the date upon which they have found and definitely ascertained what the market prices are. and I have chosen that date."
810287733|Mr. Chairman. will the gentleman yield?
810287734|I yield to the gentleman from Pennsylvania.
810287735|What percentage of increase would take place from the date the gentleman suggests to the date that is now in the bill?
810287736|It runs from about 20 to 25 percent.
810287737|The time of the gentleman from New York has expired.
810287738|Mr. Chairman. I ask unanimous consent to proceed for two additional minutes.
810287739|Is there objection to the reqdest of the gentleman from New York?
810287740|Between April 15 and June 15 the increase was about twothirds of the total increase over parity.
810287741|Mr. Chairman. will the gentleman yield?
810287742|I yield to the gentleman from Iowa.
810287743|The gentleman has given us parity prices for meat products. Should not the gentleman also give us parity prices for corn. wheat. and all the rest of the products for the same date?
810287744|May I point out to my colleague that in those commodities I have not included in my figures. the parity prices were higher than the market prices. hence they are not germane to this discussion as the bill even after my amendment will still retain the parityprice standard as to those commodities. My amendment leaves in the bill the ceiling of parity prices. so where the parity price is higher than the market price. there is no complaint.
810287745|Does not the gentleman think it fair to apply that to meat products?
810287746|In effect my amendment does that. because the market price was higher as to meat. than the parity price. I made that clear in my statement to the House.
810287747|Mr. Chairman. will the gentleman yield?
810287748|I yield to the gentleman from Pennsylvania.
