speech_id|speech
460098655|Take the other alternative.
460098656|I will take all the alternatives. yes. sir. some probably. before we get through this matter. which the gentleman will not like very much.
460098657|All right. bring them out.
460098658|Stch logic is too absurd for serious consideration. Its use today forms but another chapter in the partisan purposes and conduct of that gentleman. He has now learned. if he did not know it before. that when attacks are made they will be repelled. He has nowlearned. if he did not know it before. that there is as much truth as poetry in the lines of one of Englands immortal bards: And if we do but watch the hour. There never yet was human power Which could evade. if nnforgiven. The patient search and vigil long Of him who treasures up a wrong.
460098659|There is nothing to which I desire to reply. and I will not ask the indulgence of the House for any remarks. but will leave the country to construe the speech as it should be construed. In pursuance of the promise which I made to the House. I will move the reference of the document from the State Departnent. to which I referred. to the Committee on Foreign Affairs. and ask that it be printed.
460098660|I move to dispense with the morning hour. with a view of going on with the consideration of the pending appropriation bill in the Committee of the Whole. I make this motion because the chairman of the Committee on Appropriations is out of the Hall. but I understand that he will be here in a moment.
460098661|I move that the House now resolve itself into Committee of the Whole for the purpose of proceeding with the consideration of the legislative. executive. and judicial appropriation bill.
460098662|The gentleman from North Carolina is entitled to the floor.
460098663|I do not know any branch of the public service that needs examination more than this of the internal revenue. Its administration in some sections of the country has been fraught with fraud and corruption. It has been used in a large degree for political purposes. During the period when gentlemen on the other side of the House controlled the appropriations of this country. I do not hesitate to say that the expenditures of collecting the internal revenue. and the amount collected. show that there must have been something more than the mere ordinary administration of that department of the Government. in the interest of the public. I have compiled from official sources since this debate began a statement which will show facts utterly inconsistent with afair and impartial administration of this department of the Goversiment. The following is a comparison of the expenditures of public money on account of civil and miscellaneous appropriations during the prosidentialelection years of 186465.186SV69. and 1872-)73. and the years next prior and next subsequent to each of said election years. showing invariably an increase of expenditures in each fiscal year of the presidential election over the years immediately prior thereto and over the years immediately subsequent thereto: Fiscal year 186364 (before election year) ............................. 27. 572.216 Fiscal year 186465 election year) .................................... 42.989.383 Fiscal year 1865- 66 (after election year) ............................. 40 613.114 Fiscal year 186768 (before election year) ............................. 53. 010.00 Fiscal year 186869 (election year) .................................... 56.474. 00 Fiscal year 186970 (after election year .............................. 53.237 . 000 Fiscal year 187172 (before election year) ............................ 60. 481.757 Fiscal year 187273 (election year) .................................... 73.328.110 Fiscal year 187374 (after election year) .............................. 9641.593 Thus showing increased expenses in the election year of 186465 over 1863164. of $15.417.167 . in election year of 186869 over 186768. of $3.464.000 . in election year of 1872173 over 187172. of $12.343.358. in election year of 186465 over 186667. of $2.376.269. in election year of 186869 over 1869170. of $3.273.000. in election year of 187273 over 187374. of $3.686.517. A reference to the amounts of internal revenue collected during the presidential years as compared with the amounts collected in the fiscal years preceding and following will show that the amount collected during the presidential years was less by millions than the amount collected in the years preceding and following. Internal revenue collected for fiscalyear 186768. (before election.) $191.087.589. year 186869. (presidential year.) $158.356.460. year 1869J70. (after election.) $184.899.756. thus showing that the amount collected during the presidential year was $32.731.129 less than the year before. and $26.543.296 less than the year following the election. The amount collected during the fiscal year of 187172. prior to the election. was $130.642.177. and the amount collected during the presidential year of 187273. was $113.729.314. thus showing that the amount collected during the presidential year was $16.912.863 less than the year before. Now. why was this? Was it the result of any accident? No. sir. it was because these officials in many States of the Union were engaged in using their positions for political purposes. I think the facts will show that this must have been the reason. For instance. why should the civil and miscellaneous expenses of the Government. which includes the collection of internal revenue. cost millions more the year of a presidential election than for the year before or the year following? And why should the amount of revenue collected during the presidential years be less by millions than during the yeard before or the years after? A great deal has been said about gentlemen on this side of the House being sensitive on this subject. and it is alleged that it is because their constituents had been engaged in violating the revenue laws. No one on this side approves violations of the law. but the remedy is not in spies and detectives. We have had some of these detectives in my State. and though they were employed nominally to detect crime. they were oftentimes the greatest. and sometimes the only. criminals connected with the matters which it was said they were employed to expose. And on their testimony men have been bound over to the Federal court on false or frivolous charges. and on the hearing. the judge has instructed the grand jury not to find bills. of indictment on the testimony of those men. Whenever the Government fnds it necessary in the execution of its laws to employ men of bad character. to employ knaves as many of these ihen unquestionably are. it is time that we should try and see where the evil is. We shall find it in the bad administration of unjust and unequal laws. which do not command the approval of publhe sentiment. Whenever it becomes necessary to enforce the civil law through the medium of spies and detectives. then. I say. you may bid farewell to the freedom of this country. and this Republic will go down as other republics before it have gone. into despotism. through corruption. [Here the hammer fell.)
460098664|"Mr. Chairman. the mournful view which the gentleman from North Carolina takes of the future of this country would becalculated perhaps to create alarm if it came from some other direction than the old ""tarheel State."" All I desire to say in reference to the charge made here that the money of this country during the years indicated by him has been diverted from the legitimate purposes for which it was appropriated to political purposes is simply this: the gentleman deserves a patent for diseov4 .ring fifteen years after the fact what eightyfour democratic smelling committees of this House have hitherto failed to discover. With this statement I do not desire to say anything further on that point. Mr. Chairman. whenever the question of the honest enforcement of the revenue laws in reference to whisky comes up a raid is always made by sympathizers with moonshiners and evaders of the revenue law upon that law for the purpose of striking down its honest and efficient administration. In reference to this item. Mr. Chairman. the sum of $75.000 is the amount appropriated last year. One hundred thousand dollars was recommended as the appropriation for the present year by the Commissioner of Internal Revenue. who assured our committee that it was important he should have this amount instead of $75.000 as named in the bill. or $50.000 as proposed in the amendment of the gentleman from Mississippl. For one. I feel that if there is a desire on the part of this House to-"
460098665|I am very much obliged to my friend from Kentucky.
460098666|I rise to a parliamentary inquiry. Is not debate exhausted on this amendment?
460098667|Debate is exhausted.
460098668|I object to farther debate.
460098669|I move to amend the amendment by striking out the last word.
460098670|The gentleman from North Carolina will proceed.
