speech_id|speech
560070881|Reserving the right to object. I should like io hear an explanation of the bill.
560070882|I wish to inquire whether the bill provides for fishways over this dam?
560070883|This bill is designed to utilize a part of the Mississippi River that is not now used for any other purpose. It is at the lower rapids of the Mississippi opposite Keokuk.
560070884|On the Illinois side? Mno HEDGE. On the Illinois side. The gentlemans colleague. Colonel MARSH. who represents that district. is in entire accord with me and helped me to prepare this bill. This bill. or one very similar to it. was passed by the House in the Fiftythird Congress. This measure has received the approval of the Secretary of War and of the Chief Engineer of the Army. I can say from personal knowledge that the only purpose is to make what might he called a mill race. This dam will extend only oneeighth of the distance across the river. Navigation there. Mr. Speaker. is through the great Governmnent canal on the Iowa side of the river. the remaining portion of the Mississippi there not being navigable except in unusually high water. and is rarely used for navigation at any time. The object of this bill is therefore very plain.
560070885|Let me ask the gentleman a question-
560070886|Certainly.
560070887|How long has it been in that condition?
560070888|Always. There has been no change in that condition as far as we have been able to ascertain. And the proposition embodied in the pending bill is entirely acceptable to all parties interested. 1 will say.-
560070889|Will the gentleman allow me to ask him a question?
560070890|Certainly.
560070891|I would like to ask If the Secretary of War. or any other Government official who has cognizance of the matter. hasgiven his indorsement to this enterprise. It seems to be quite an unusual thing to allow an obstruction of this character. extendingsome 500 feet into the water of a great river.
560070892|I will say to the gentleman from Wisconsin that in the Fiftythird Congress the attention df the Secretary of War was brought to this matter. and I have at hand his communication upon the subject. At this point the river is about 4.000 feet wide.
560070893|What does the Secretary say in connection with the matter?
560070894|I will read to the gentleman what he does say:
560070895|OF THE COMMITTEE ON Coln iErF United States Senate. Then Gen. Thomas Lincoln Casey. the Chief of Engineers. in a long report also approved of this construction. and I may add in this connection that Major McKenzie. who had immediate jurisdiction of the improvement on the Upper Mississippi River. also indorsed it. The Committee on Interstate and Foreign Commerce approved unanimously of the proposition.
560070896|Is there objection to the request of the gentleman for the immediate consideration of this bill?
560070897|Mr. SDeaker.. in view of the fact that unanimous consent has been granted for the consideration of this bill. I should be glad to avail myself of the opportunity of inquiring of the gentleman from Iowa . for my own information. as to the status of telegraph and tolephone lines generally through the public lands. and by what authority such rights are granted?
560070898|If I am permittedto do so. I shall be very glad to answer my friend from Massachusetts.
560070899|The inquiry that I desired to submit to the gentleman from Iowa is not connected immediately With the pending bill. but I should like to ask him as to the provisions of law now existing in regard to the construction of these telegraph and telephone lines and the acquisition of rights for such purposes over the public lands and through the public parks and reservations belonging to the United States.
560070900|The question of the gentleman from Massachusetts does not refer to the pending bill?
560070901|of- Massachusetts. Not at all. but only with reference to the general policy pursued by the Committee on the Public Lands in the cases to which I have referred.
560070902|There is a bill. as the gentleman from Massachusetts is doubtless aware. now on the Calendar in regard to the rights of way for telegraph and telephone lines and irrigation ditches and other mdtters of that kind through the public lands.
560070903|I understand that. But what is thepresent law in reference to this matter? Does the law require. as was required in the case of the bill just now discussed by the House. that there shall be some supervision over this matter by some Government officialthe Secretary of the Interior. we will say. for instance?
560070904|I will state to the gentleman from Massachusetts that as to parks. reservations. etc.. each separate bill has to be taken up andconsidered by itself. and the Secretary of the Interior is presumed to take the matter under advisement. We had such a bill up a few moments ago and my distinguished friend from New York objected to it.
560070905|But the bill passed reserved the right to alter or repeal the grant. and also provided means to regulate charters. etc. Now. the bill to which the gentleman from Iowa refers has no such safeguard as far as I am able to understand. and I would like to know if. in his judgment. it has been carefully considered by the gentleman himself or by his 6ommittee.
560070906|We have carefully examined all bills referred to our committee. which have been reported to the House. We have granted rights of way to telegraph and telephone companies and for irrigation ditches over various reservations. but this is simply a general provision which does not apply to such bills.
560070907|Lef us have the regular order. Mr. Speaker.
560070908|The regular order is demanded. which is the question on the engrossment and third reading of the bill which has just been read. The bill was ordered to be engrossed and read a third time. and it was accordingly read the third time. and passed. On motion of Mr. HEDGE. a motion to reconsider the vote last taken was laid on the table.
560070909|Mr. Speaker. I ask unanimous consent for the present consideration of the bill to provide for the establishment of the intersection of the true one hundredth meridian with Red River. to ascertain the amount of taxes collected by the State of Texas in what was formerly known as Greer County and the expenditures made on account of said county by said State. and for other purposes. The bill is on the Clerks desk. I want to state in advance that this bill has passed the Senate and has been unanimously reported with amendments by the Committee on the Judiciary of the House.
560070910|The Clerk will report the bill.
560070911|Is there objection?
560070912|I would not object to the bill if it simply provided for the establishment of a boundary line. not even on account of the long preamble. which I think might be improved by adding the Declaration of Independence and a few other things.
560070913|I am not responsible for the length of the preamble. It comes here in that shape. It is. however. fully explanatory of the object of the bill.
