speech_id|speech
660149108|Mr. Speaker. inay I ask how much time I have remaining?
660149109|Fifteen minutes have been used on each side.
660149110|I yield five minutes to the gentleman from Wisconsin [M)r. KLECZXA].
660149111|"Mr. Speaker. I can not accept the logic of the gentlemn from Illinois that by refusing to seat Victor Berger the House will disfranchise those who voted for him. The Constitution of the United States provides what the qualifications of Members of this House must be. The di.% qualification and ineligibility of Berger was known to every voter of his district. It was proclaimed through the press. from the public platform. from the billboards. through the mail. and through every means of advertising and every agency of knowledge communication. Everyone voting in that election knew what the issue was. And yet. with a full knowledge of Bergers disqualification and a keen appreciation of the results of that disqualification. they defiantly and contumaciously cast their votes for Victor Berger. The Supreme Court of Wisconsin declared that a vote cast for a candidate known to be disqualified is null and void. When they cast their votes for Victor Berger. whoi they knew to be ineligible. they were awvare of the fact that their votes were null and void. They. therefore. disfranchised themselves by their voluntary and defiant action. Are we going to listen to the voice of those who defied the Constitution and. held in scorn and contempt the laws of the land? Are we going to place a premium .on deflane of law and order? Are we to give more weight to the rebellious and defiant action of those who by their votes approved Bergers seditious statements and treacherous conduct than we are to the judgment and decrees of the supreme .court of a sovereign State? The precedent cited by the gentlenan from Texas disposes of the contention that the proposed action of the. House is unprecedented. Even if there was no precedent for the action contemplated by the pending resolution. surely the present is a most opportune time and the facts in this case most compelling to create a precedent. This House. oil the 10th day of November last. pronounced its solemn judgment of Bergers disqualification and ineligibility. The Elections Committee. after a full. exhaustive. and deliberative hearing. found Victor Berger guilty of giving aid and comfqrt to the enemy of the United States. Courageously and with a due regard for the oath which eyery Member of this House took to support the Constitution of the United States. this House sustained the findings of that committee and excluded Berger from membership. Is Berger less guilty today than lie was on November 10? Because this House patriotically and faithfully upheld the organic law of the land and the honor of. this House. Victor Berger brands the Members of this body as corrupt and servile agents of the capitalists. The spectacle of November 10 last is still clear in every Members minds eye. Accorded the privilege of this floor. he heaped abuse upon organized government and constituted authority. he burled defiance at law and order and insulted the membership of this House. To what extremes 1920. JANUoARY 10. must the Constitution be reviled and this House insulted before we call a halt? Berger knew when he again became a candi(late that he.could not be seated in this*House. He only added insult to the injury which lie has done to the country. By his action he has thrown down the gauntlet to this House. In the natie of the heroes living. in the name of that splendid band of militant Americans who are members of the American Legi6n and whom Berger with scornful hate calls ""the catspaws of the (capitalists."" in the name of the martyred dead who sleep ih the fields of Flanders and France we will accept that challenge. Nothing has transpired between the day that Berger was excluded and this day that would warrant any modification or reversal of the judgment of this body. His conduct and his utterances since that day have but furnished additional. evidence that fortifies and strengthens the verdict of this House. Since his expulsion le has declared on every public occasion that te would repeat his treasonable statements and actions. only lie would make them "" much stronger."" Since his expulsion he has but grown more rebellious anId more defiant of governmental authority. He publicly and repeatedly declared that ""if the fifth- congressional district of Wisconsin elected a horse thief or a polygamist as its representative."" it was of no concern to this House. and that this body would be compelled to seat such an elected representative. That is Victor Bergers conception of representative governnient. But these declarations are in harmony with his perverted philosophy. He has never said one commendable thing about this land of freedom and opportunity. le never saw anything noble in American institutions and in American ideals. lie prates about constitutional rights and in the same breath condemns and reviles the Constitution as "" a scrap of paper."" Who ever heard of a man duly convicted after a full and fair hearing. going about the country and condemning and reviling the tribunal that passed the judgment of conviction. and then appearing before that same tribunal which lie villified. and obtained another hearing of his case? To grant another hearing to this man would be to impugn the patriotism and question the judgment of this House. so solemnly pronounced in this case on November 10 last. To seat this inan would be to condone and approve his treasonable conduct and seditious declarations. it would mean that this House has compromised with disloyalty and sedition. 13y unanmious consent. Mr. SHERWOOD. Mr. I.LKLECZKA. and Mr. GRIFFIN had leave to extend their remarks in the REcO)."
660149112|Mr. Speaker. I yield live minutes to the gentleman from Wisconsin [Mr. VoirT].
660149113|Mr. Speaker and gentlemen of the 1ouse. I was the only Member who voted to seat Mr. Berger when this matter was up before. and my views are already in the REcorDn. I desire to say now that I am more firmly convinced than ever that Mr. Berger is entitled to his seat. It seems to me highly unfair to jump on Mr. Berger. who is here helpless and alone. He is called a traitor to his face and he is denied the opportunity to speak in his own defense. Judge Landis. who decided judicially that lie was not prejudiced against Mr. Berger. is reported by the Chicago Tribune to have said that he was sorry the law did not permit him to order Victor Berger stood against a wall and shot. Mr. Berger. in my judgment. is a highminded and honoralble gentleman. You may laugh and scoff. gentlemen. but I know Victor Berger. No man can devote his whole life and fortune to the great cause of endeavoring to better the condition of the toiling millions. stand by his principles like a rock of Gibraltar. regardless of personal consequences. without being morally great. I do not agree with Mr. Berger politically. I do not agree with his economic theories. but I hope that I am big enough to recognize the purity of his character and motives. Victor Bergers name will stand in the future as that of a martyr to a great causethe rights of free speech. free press. nd representative government. History has always justified .iuch men and history will justify Victor Berger. The people of his district. who know him best. have already justified -him. Tlhey have spoken in no uncertain tones. and the old maxim is that thevoice of the people is the supreme law. You may say that Victor Berger is a traitor. but if you do. you have got to .say that there are 25.000 traitors in the fifth district of Wisconsin. A MEMBER There are. Mir. VOI(T. There are not. The people of the fifth district of Wisconsin are just as loyal tin( just as patriotic as the people of my district in this country. They may have different views fromn the lople in other districts as to what const mitutes patriotismi in a given situation. and they are entitled to their views. You c(n look up the war activities of that district and you will find less lawbreaking than in probably 99 per cent of the districts of the country. You will find that they responded to every call of the Government.
660149114|Will the gentleman yield?
660149115|According to that theory. if that is the test to be applied. I call the gentlemans attention to the fact that Judas Iscariot was treasurer of the Twelve Apostles up to the time lie committed the one offense.
660149116|That was a long time ago. Mr. Berger. as I understand it. is what is known as a mild socialist. You may laugh again and laugh some more. Mr. Berger is called by the socialists of this country a mild socialist. no matter what you may think about it. The socialists of this country know more about socialism than the Members of this Ilouse. Mr. Berger was threatened with ejection and abused at a convention of the Socialist Party in Chicago lastSeptember because lie would not stand for any radical doctrines. The men who opposed him there. and who withdrew to form a party of their own. knew what Victor Berger stood for.
660149117|Will the gentleman yield?
