speech_id|speech
660246669|No. that Is specifically provided for. in the Volstead Act.
660246670|I know. but the Constitution itself provides for a limitation for beverage purposes . Isnt that right. a prohibition?
660246671|"Yes. for beverage purposes. ""Mr. BnowN. But if you want to make effective your line of argument. and it became necessary. you would legislate that no liquor could be used for any purpose at all. would you not?"
660246672|"Well. I would say no. I have always advised against In any way interfering with the manufacture. sale. or use of wine for sacramental purposes. it has always been considered a part of the religious rite. They did It in one State contrary to our advice and the supreme court of that State held that they had no constitutional right to do it. It was Interfering with a religious rite."" The above Is from the official stenographic notes. This is in harmony with the consistent -attitude the AntiSaloon League of America has taken on this subject. We were asked at the time of the adopting of the amendment why the league did not urge a specific exemption for sacramental wine from the eighteenth amendment. The reason was clear. "" The eighteenth amendment prohibits the manufacture and sale of Intoxicating liquor for beverage uses. The Judiciary Committee and Congress considered the sacramental use of wine as having no reasonable relation to the beverage use. For this reason they decided it was unnecessary to specifically exempt it."" After the present draft of the eighteenth amendment was agreed upon by the prohibition forces. I submitted it to a large number of Influential Catholic lawyers to see if they had any doubt about the amendment and the construction for which we contended. Among them were Judge William H. De Lacy. first judge of the Juvenile Court in Washington. Charles F. Reddoch. a leading Catholic lawyer of Idaho. John Boyce. of Indiana. and many other leading Cathollb lawyers and laymen who gave strong opinions that sacramental wine could not be prohibited under authority to prohibit beverage liquors. In order that there might not be any doubt In the minds of Catholics concerning the attitude of the officers of the AntiSaloon League of America. this statement was adopted by the officers of the league. and given to the press. while this controversy was pending: "" It is the purpose of the AntiSaloon League of America to secure legislation to prohibit the beverageliquor traffic and not to ifiterfere with wine for sacramental use. ""This purpose was made clear by the national prohibition amendment. which prohibits only the beverage use of intoxicating liquors. This wording has been repeatedly construed by leading Catholics and Protestants as not including wines for sacramental use by any reasonable or fair construction. ""The AntiSaloon League forces In Arizona championed the amendment to the original prohibition law so as to specifically exempt from its prohibition wines for sacramental use. "" We wish to assert. without qualification. that It Is our unremitting purpose as AntiSaloon League officers. to avoid even the appearance of supporting any measure which would Interfere with the religious rites or ceremonies of any denomination or communion."" We trust that you will give the same publicity to the facts concerning this matter as was given to the other article."
660246673|Mr. Speaker. I ask unanimous consent to address the House for 10 minutes on the p9stal commission.
660246674|The gentleman from Minnesota asks unanimous consent to address the House for 10 minutes. Is there objection?
660246675|Reserving the right to object. on what subject?
660246676|On the postal commission.
660246677|I have no objection.
660246678|Is there objection? The Chair hears none.
